调入
公告日,实施日,证券代码,证券名称
2021-05-28,2021-06-11,688333,铂力特
2021-05-28,2021-06-11,688365,光云科技
2021-05-28,2021-06-11,688368,晶丰明源
2021-05-28,2021-06-11,688389,普门科技
2021-05-28,2021-06-11,688399,硕世生物
2021-09-23,,002589,瑞康医药
2021-09-23,,600428,中远海特
2021-11-26,2021-12-10,000048,京基智农
2021-11-26,2021-12-10,000061,农产品
2021-11-26,2021-12-10,000426,兴业矿业
2021-11-26,2021-12-10,000539,粤电力A
2021-11-26,2021-12-10,000615,奥园美谷
2021-11-26,2021-12-10,000727,冠捷科技
2021-11-26,2021-12-10,000761,本钢板材
2021-11-26,2021-12-10,000762,西藏矿业
2021-11-26,2021-12-10,000813,德展健康
2021-11-26,2021-12-10,000860,顺鑫农业
2021-11-26,2021-12-10,000893,亚钾国际
2021-11-26,2021-12-10,000966,长源电力
2021-11-26,2021-12-10,002176,江特电机
2021-11-26,2021-12-10,002192,融捷股份
2021-11-26,2021-12-10,002217,合力泰
2021-11-26,2021-12-10,002456,欧菲光
2021-11-26,2021-12-10,002463,沪电股份
2021-11-26,2021-12-10,002534,杭锅股份
2021-11-26,2021-12-10,002558,巨人网络
2021-11-26,2021-12-10,002612,朗姿股份
2021-11-26,2021-12-10,002625,光启技术
2021-11-26,2021-12-10,002635,安洁科技
2021-11-26,2021-12-10,002738,中矿资源
2021-11-26,2021-12-10,002759,天际股份
2021-11-26,2021-12-10,002773,康弘药业
2021-11-26,2021-12-10,002839,张家港行
2021-11-26,2021-12-10,003039,顺控发展
2021-11-26,2021-12-10,003040,楚天龙
2021-11-26,2021-12-10,300027,华谊兄弟
2021-11-26,2021-12-10,300035,中科电气
2021-11-26,2021-12-10,300180,华峰超纤
2021-11-26,2021-12-10,300432,富临精工
2021-11-26,2021-12-10,300627,华测导航
2021-11-26,2021-12-10,300671,富满微
2021-11-26,2021-12-10,300769,德方纳米
2021-11-26,2021-12-10,300942,易瑞生物
2021-11-26,2021-12-10,300973,立高食品
2021-11-26,2021-12-10,300981,中红医疗
2021-11-26,2021-12-10,301015,百洋医药
2021-11-26,2021-12-10,301029,怡合达
2021-11-26,2021-12-10,301031,中熔电气
2021-11-26,2021-12-10,301035,润丰股份
2021-11-26,2021-12-10,301039,中集车辆
2021-11-26,2021-12-10,600007,中国国贸
2021-11-26,2021-12-10,600032,浙江新能
2021-11-26,2021-12-10,600098,广州发展
2021-11-26,2021-12-10,600179,安通控股
2021-11-26,2021-12-10,600248,陕西建工
2021-11-26,2021-12-10,600273,嘉化能源
2021-11-26,2021-12-10,600328,中盐化工
2021-11-26,2021-12-10,600416,湘电股份
2021-11-26,2021-12-10,600481,双良节能
2021-11-26,2021-12-10,600548,深高速
2021-11-26,2021-12-10,600586,金晶科技
2021-11-26,2021-12-10,600777,新潮能源
2021-11-26,2021-12-10,600877,电能股份
2021-11-26,2021-12-10,600916,中国黄金
2021-11-26,2021-12-10,600977,中国电影
2021-11-26,2021-12-10,601015,陕西黑猫
2021-11-26,2021-12-10,601158,重庆水务
2021-11-26,2021-12-10,601208,东材科技
2021-11-26,2021-12-10,601258,庞大集团
2021-11-26,2021-12-10,601279,英利汽车
2021-11-26,2021-12-10,601399,国机重装
2021-11-26,2021-12-10,601528,瑞丰银行
2021-11-26,2021-12-10,601777,力帆科技
2021-11-26,2021-12-10,601921,浙版传媒
2021-11-26,2021-12-10,601963,重庆银行
2021-11-26,2021-12-10,603033,三维股份
2021-11-26,2021-12-10,603098,森特股份
2021-11-26,2021-12-10,603171,税友股份
2021-11-26,2021-12-10,603511,爱慕股份
2021-11-26,2021-12-10,603529,爱玛科技
2021-11-26,2021-12-10,605090,九丰能源
2021-11-26,2021-12-10,605117,德业股份
2021-11-26,2021-12-10,605296,神农集团
2021-11-26,2021-12-10,605339,南侨食品
2021-11-26,2021-12-10,605365,立达信
2021-11-26,2021-12-10,688017,绿的谐波
2021-11-26,2021-12-10,688027,国盾量子
2021-11-26,2021-12-10,688050,爱博医疗
2021-11-26,2021-12-10,688055,龙腾光电
2021-11-26,2021-12-10,688095,福昕软件
2021-11-26,2021-12-10,688106,金宏气体
2021-11-26,2021-12-10,688127,蓝特光学
2021-11-26,2021-12-10,688133,泰坦科技
2021-11-26,2021-12-10,688277,天智航-U
2021-11-26,2021-12-10,688301,奕瑞科技
2021-11-26,2021-12-10,688339,亿华通-U
2021-11-26,2021-12-10,688390,固德威
2021-11-26,2021-12-10,688408,中信博
2021-11-26,2021-12-10,688505,复旦张江
2021-11-26,2021-12-10,688508,芯朋微
2021-11-26,2021-12-10,688516,奥特维
2021-11-26,2021-12-10,688520,神州细胞-U
2021-11-26,2021-12-10,688526,科前生物
2021-11-26,2021-12-10,688568,中科星图
2021-11-26,2021-12-10,688586,江航装备
2021-11-26,2021-12-10,688598,金博股份
2021-11-26,2021-12-10,688788,科思科技
2022-05-27,2022-06-10,000090,天健集团
2022-05-27,2022-06-10,000422,湖北宜化
2022-05-27,2022-06-10,000681,视觉中国
2022-05-27,2022-06-10,000758,中色股份
2022-05-27,2022-06-10,000982,中银绒业
2022-05-27,2022-06-10,001213,中铁特货
2022-05-27,2022-06-10,002038,双鹭药业
2022-05-27,2022-06-10,002044,美年健康
2022-05-27,2022-06-10,002085,万丰奥威
2022-05-27,2022-06-10,002405,四维图新
2022-05-27,2022-06-10,002432,九安医疗
2022-05-27,2022-06-10,002440,闰土股份
2022-05-27,2022-06-10,002472,双环传动
2022-05-27,2022-06-10,002487,大金重工
2022-05-27,2022-06-10,002645,华宏科技
2022-05-27,2022-06-10,002724,海洋王
2022-05-27,2022-06-10,002761,浙江建投
2022-05-27,2022-06-10,003021,兆威机电
2022-05-27,2022-06-10,003031,中瓷电子
2022-05-27,2022-06-10,300077,国民技术
2022-05-27,2022-06-10,300133,华策影视
2022-05-27,2022-06-10,300271,华宇软件
2022-05-27,2022-06-10,300343,联创股份
2022-05-27,2022-06-10,300382,斯莱克
2022-05-27,2022-06-10,300443,金雷股份
2022-05-27,2022-06-10,300459,汤姆猫
2022-05-27,2022-06-10,300587,天铁股份
2022-05-27,2022-06-10,300593,新雷能
2022-05-27,2022-06-10,300655,晶瑞电材
2022-05-27,2022-06-10,300772,运达股份
2022-05-27,2022-06-10,300827,上能电气
2022-05-27,2022-06-10,301047,义翘神州
2022-05-27,2022-06-10,301050,雷电微力
2022-05-27,2022-06-10,301060,兰卫医学
2022-05-27,2022-06-10,301069,凯盛新材
2022-05-27,2022-06-10,301071,力量钻石
2022-05-27,2022-06-10,301078,孩子王
2022-05-27,2022-06-10,301080,百普赛斯
2022-05-27,2022-06-10,301087,可孚医疗
2022-05-27,2022-06-10,301089,拓新药业
2022-05-27,2022-06-10,301090,华润材料
2022-05-27,2022-06-10,301155,海力风电
2022-05-27,2022-06-10,301177,迪阿股份
2022-05-27,2022-06-10,301180,万祥科技
2022-05-27,2022-06-10,301217,铜冠铜箔
2022-05-27,2022-06-10,600158,中体产业
2022-05-27,2022-06-10,600163,中闽能源
2022-05-27,2022-06-10,600172,黄河旋风
2022-05-27,2022-06-10,600266,城建发展
2022-05-27,2022-06-10,600610,中毅达
2022-05-27,2022-06-10,600639,浦东金桥
2022-05-27,2022-06-10,600643,爱建集团
2022-05-27,2022-06-10,600645,中源协和
2022-05-27,2022-06-10,600649,城投控股
2022-05-27,2022-06-10,600657,信达地产
2022-05-27,2022-06-10,600675,中华企业
2022-05-27,2022-06-10,600691,阳煤化工
2022-05-27,2022-06-10,600696,岩石股份
2022-05-27,2022-06-10,600729,重庆百货
2022-05-27,2022-06-10,600776,东方通信
2022-05-27,2022-06-10,600821,金开新能
2022-05-27,2022-06-10,600841,动力新科
2022-05-27,2022-06-10,600869,远东股份
2022-05-27,2022-06-10,600872,中炬高新
2022-05-27,2022-06-10,600888,新疆众和
2022-05-27,2022-06-10,600903,贵州燃气
2022-05-27,2022-06-10,600908,无锡银行
2022-05-27,2022-06-10,600935,华塑股份
2022-05-27,2022-06-10,600955,维远股份
2022-05-27,2022-06-10,601099,太平洋
2022-05-27,2022-06-10,601231,环旭电子
2022-05-27,2022-06-10,601702,华峰铝业
2022-05-27,2022-06-10,601882,海天精工
2022-05-27,2022-06-10,603010,万盛股份
2022-05-27,2022-06-10,603055,台华新材
2022-05-27,2022-06-10,603063,禾望电气
2022-05-27,2022-06-10,603071,物产环能
2022-05-27,2022-06-10,603306,华懋科技
2022-05-27,2022-06-10,603338,浙江鼎力
2022-05-27,2022-06-10,603396,金辰股份
2022-05-27,2022-06-10,603505,金石资源
2022-05-27,2022-06-10,603567,珍宝岛
2022-05-27,2022-06-10,603995,甬金股份
2022-05-27,2022-06-10,605123,派克新材
2022-05-27,2022-06-10,605369,拱东医疗
2022-05-27,2022-06-10,605507,国邦医药
2022-05-27,2022-06-10,605589,圣泉集团
2022-05-27,2022-06-10,688063,派能科技
2022-05-27,2022-06-10,688083,中望软件
2022-05-27,2022-06-10,688128,中国电研
2022-05-27,2022-06-10,688233,神工股份
2022-05-27,2022-06-10,688315,诺禾致源
2022-05-27,2022-06-10,688383,新益昌
2022-05-27,2022-06-10,688578,艾力斯-U
2022-05-27,2022-06-10,688608,恒玄科技
2022-05-27,2022-06-10,688617,惠泰医疗
2022-05-27,2022-06-10,688680,海优新材
2022-05-27,2022-06-10,688686,奥普特
2022-05-27,2022-06-10,688696,极米科技
2022-05-27,2022-06-10,688699,明微电子
2022-11-25,2022-12-09,000028,国药一致
2022-11-25,2022-12-09,000488,晨鸣纸业
2022-11-25,2022-12-09,000528,柳工
2022-11-25,2022-12-09,000685,中山公用
2022-11-25,2022-12-09,000690,宝新能源
2022-11-25,2022-12-09,000718,苏宁环球
2022-11-25,2022-12-09,000737,北方铜业
2022-11-25,2022-12-09,001258,立新能源
2022-11-25,2022-12-09,001270,铖昌科技
2022-11-25,2022-12-09,001308,康冠科技
2022-11-25,2022-12-09,001323,慕思股份
2022-11-25,2022-12-09,002003,伟星股份
2022-11-25,2022-12-09,002004,华邦健康
2022-11-25,2022-12-09,002006,精功科技
2022-11-25,2022-12-09,002011,盾安环境
2022-11-25,2022-12-09,002051,中工国际
2022-11-25,2022-12-09,002088,鲁阳节能
2022-11-25,2022-12-09,002174,游族网络
2022-11-25,2022-12-09,002233,塔牌集团
2022-11-25,2022-12-09,002240,盛新锂能
2022-11-25,2022-12-09,002302,西部建设
2022-11-25,2022-12-09,002317,众生药业
2022-11-25,2022-12-09,002349,精华制药
2022-11-25,2022-12-09,002390,信邦制药
2022-11-25,2022-12-09,002453,华软科技
2022-11-25,2022-12-09,002517,恺英网络
2022-11-25,2022-12-09,002549,凯美特气
2022-11-25,2022-12-09,002815,崇达技术
2022-11-25,2022-12-09,002865,钧达股份
2022-11-25,2022-12-09,002946,新乳业
2022-11-25,2022-12-09,300166,东方国信
2022-11-25,2022-12-09,300315,掌趣科技
2022-11-25,2022-12-09,300332,天壕环境
2022-11-25,2022-12-09,300358,楚天科技
2022-11-25,2022-12-09,300687,赛意信息
2022-11-25,2022-12-09,300887,谱尼测试
2022-11-25,2022-12-09,300953,震裕科技
2022-11-25,2022-12-09,301175,中科环保
2022-11-25,2022-12-09,301200,大族数控
2022-11-25,2022-12-09,301206,三元生物
2022-11-25,2022-12-09,301207,华兰疫苗
2022-11-25,2022-12-09,301216,万凯新材
2022-11-25,2022-12-09,301219,腾远钴业
2022-11-25,2022-12-09,301236,软通动力
2022-11-25,2022-12-09,301238,瑞泰新材
2022-11-25,2022-12-09,301268,铭利达
2022-11-25,2022-12-09,600037,歌华有线
2022-11-25,2022-12-09,600058,五矿发展
2022-11-25,2022-12-09,600120,浙江东方
2022-11-25,2022-12-09,600312,平高电气
2022-11-25,2022-12-09,600370,三房巷
2022-11-25,2022-12-09,600400,红豆股份
2022-11-25,2022-12-09,600403,大有能源
2022-11-25,2022-12-09,600446,金证股份
2022-11-25,2022-12-09,600478,科力远
2022-11-25,2022-12-09,600508,上海能源
2022-11-25,2022-12-09,600572,康恩贝
2022-11-25,2022-12-09,600717,天津港
2022-11-25,2022-12-09,600811,东方集团
2022-11-25,2022-12-09,600835,上海机电
2022-11-25,2022-12-09,600995,南网储能
2022-11-25,2022-12-09,601068,中铝国际
2022-11-25,2022-12-09,601200,上海环境
2022-11-25,2022-12-09,601860,紫金银行
2022-11-25,2022-12-09,601975,招商南油
2022-11-25,2022-12-09,603032,德新科技
2022-11-25,2022-12-09,603123,翠微股份
2022-11-25,2022-12-09,603132,金徽股份
2022-11-25,2022-12-09,603170,宝立食品
2022-11-25,2022-12-09,603197,保隆科技
2022-11-25,2022-12-09,603235,天新药业
2022-11-25,2022-12-09,603297,永新光学
2022-11-25,2022-12-09,603300,华铁应急
2022-11-25,2022-12-09,603938,三孚股份
2022-11-25,2022-12-09,603985,恒润股份
2022-11-25,2022-12-09,688131,皓元医药
2022-11-25,2022-12-09,688148,芳源股份
2022-11-25,2022-12-09,688161,威高骨科
2022-11-25,2022-12-09,688276,百克生物
2022-11-25,2022-12-09,688321,微芯生物
2022-11-25,2022-12-09,688330,宏力达
2022-11-25,2022-12-09,688425,铁建重工
2022-11-25,2022-12-09,688499,利元亨
2022-11-25,2022-12-09,688518,联赢激光
2022-11-25,2022-12-09,688556,高测股份
2022-11-25,2022-12-09,688559,海目星
2022-11-25,2022-12-09,688575,亚辉龙
2022-11-25,2022-12-09,688639,华恒生物
2022-11-25,2022-12-09,688660,电气风电
2022-11-25,2022-12-09,688676,金盘科技
2022-11-25,2022-12-09,688700,东威科技
2022-11-25,2022-12-09,688707,振华新材
2022-11-25,2022-12-09,688711,宏微科技
2022-11-25,2022-12-09,688733,壹石通
2022-11-25,2022-12-09,688739,成大生物
2022-11-25,2022-12-09,688776,国光电气
2022-11-25,2022-12-09,688778,厦钨新能
2022-11-25,2022-12-09,688789,宏华数科
2022-11-25,2022-12-09,688798,艾为电子
2022-11-25,2022-12-09,688800,瑞可达
2023-05-26,2023-06-09,000029,深深房A
2023-05-26,2023-06-09,000062,深圳华强
2023-05-26,2023-06-09,000552,甘肃能化
2023-05-26,2023-06-09,000686,东北证券
2023-05-26,2023-06-09,000736,中交地产
2023-05-26,2023-06-09,000756,新华制药
2023-05-26,2023-06-09,000821,京山轻机
2023-05-26,2023-06-09,000990,诚志股份
2023-05-26,2023-06-09,001236,弘业期货
2023-05-26,2023-06-09,001269,欧晶科技
2023-05-26,2023-06-09,001301,尚太科技
2023-05-26,2023-06-09,001322,箭牌家居
2023-05-26,2023-06-09,001338,永顺泰
2023-05-26,2023-06-09,002002,鸿达兴业
2023-05-26,2023-06-09,002048,宁波华翔
2023-05-26,2023-06-09,002053,云南能投
2023-05-26,2023-06-09,002060,粤水电
2023-05-26,2023-06-09,002068,黑猫股份
2023-05-26,2023-06-09,002101,广东鸿图
2023-05-26,2023-06-09,002124,天邦食品
2023-05-26,2023-06-09,002125,湘潭电化
2023-05-26,2023-06-09,002191,劲嘉股份
2023-05-26,2023-06-09,002212,天融信
2023-05-26,2023-06-09,002219,新里程
2023-05-26,2023-06-09,002242,九阳股份
2023-05-26,2023-06-09,002396,星网锐捷
2023-05-26,2023-06-09,002416,爱施德
2023-05-26,2023-06-09,002424,贵州百灵
2023-05-26,2023-06-09,002434,万里扬
2023-05-26,2023-06-09,002583,海能达
2023-05-26,2023-06-09,002701,奥瑞金
2023-05-26,2023-06-09,002840,华统股份
2023-05-26,2023-06-09,002932,明德生物
2023-05-26,2023-06-09,002948,青岛银行
2023-05-26,2023-06-09,300002,神州泰岳
2023-05-26,2023-06-09,300260,新莱应材
2023-05-26,2023-06-09,300416,苏试试验
2023-05-26,2023-06-09,300463,迈克生物
2023-05-26,2023-06-09,300630,普利制药
2023-05-26,2023-06-09,300693,盛弘股份
2023-05-26,2023-06-09,300811,铂科新材
2023-05-26,2023-06-09,300820,英杰电气
2023-05-26,2023-06-09,300869,康泰医学
2023-05-26,2023-06-09,301095,广立微
2023-05-26,2023-06-09,301165,锐捷网络
2023-05-26,2023-06-09,301171,易点天下
2023-05-26,2023-06-09,301239,普瑞眼科
2023-05-26,2023-06-09,301267,华厦眼科
2023-05-26,2023-06-09,301301,川宁生物
2023-05-26,2023-06-09,301308,江波龙
2023-05-26,2023-06-09,301316,慧博云通
2023-05-26,2023-06-09,301327,华宝新能
2023-05-26,2023-06-09,301363,美好医疗
2023-05-26,2023-06-09,301367,怡和嘉业
2023-05-26,2023-06-09,600006,东风汽车
2023-05-26,2023-06-09,600064,南京高科
2023-05-26,2023-06-09,600201,生物股份
2023-05-26,2023-06-09,600216,浙江医药
2023-05-26,2023-06-09,600225,卓朗科技
2023-05-26,2023-06-09,600313,农发种业
2023-05-26,2023-06-09,600340,华夏幸福
2023-05-26,2023-06-09,600633,浙数文化
2023-05-26,2023-06-09,600648,外高桥
2023-05-26,2023-06-09,600787,中储股份
2023-05-26,2023-06-09,601019,山东出版
2023-05-26,2023-06-09,601022,宁波远洋
2023-05-26,2023-06-09,601101,昊华能源
2023-05-26,2023-06-09,601801,皖新传媒
2023-05-26,2023-06-09,603057,紫燕食品
2023-05-26,2023-06-09,603100,川仪股份
2023-05-26,2023-06-09,603281,江瀚新材
2023-05-26,2023-06-09,603345,安井食品
2023-05-26,2023-06-09,603477,巨星农牧
2023-05-26,2023-06-09,603719,良品铺子
2023-05-26,2023-06-09,603871,嘉友国际
2023-05-26,2023-06-09,603888,新华网
2023-05-26,2023-06-09,603983,丸美股份
2023-05-26,2023-06-09,605020,永和股份
2023-05-26,2023-06-09,605333,沪光股份
2023-05-26,2023-06-09,688046,药康生物
2023-05-26,2023-06-09,688048,长光华芯
2023-05-26,2023-06-09,688088,虹软科技
2023-05-26,2023-06-09,688091,上海谊众
2023-05-26,2023-06-09,688110,东芯股份
2023-05-26,2023-06-09,688123,聚辰股份
2023-05-26,2023-06-09,688153,唯捷创芯
2023-05-26,2023-06-09,688167,炬光科技
2023-05-26,2023-06-09,688173,希荻微
2023-05-26,2023-06-09,688190,云路股份
2023-05-26,2023-06-09,688206,概伦电子
2023-05-26,2023-06-09,688232,新点软件
2023-05-26,2023-06-09,688235,百济神州-U
2023-05-26,2023-06-09,688238,和元生物
2023-05-26,2023-06-09,688239,航宇科技
2023-05-26,2023-06-09,688261,东微半导
2023-05-26,2023-06-09,688262,国芯科技
2023-05-26,2023-06-09,688270,臻镭科技
2023-05-26,2023-06-09,688326,经纬恒润-W
2023-05-26,2023-06-09,688331,荣昌生物
2023-05-26,2023-06-09,688337,普源精电
2023-11-24,2023-12-08,000012,南玻A
2023-11-24,2023-12-08,000415,渤海租赁
2023-11-24,2023-12-08,000420,吉林化纤
2023-11-24,2023-12-08,000719,中原传媒
2023-11-24,2023-12-08,000837,秦川机床
2023-11-24,2023-12-08,000869,张裕A
2023-11-24,2023-12-08,001287,中电港
2023-11-24,2023-12-08,001311,多利科技
2023-11-24,2023-12-08,001337,四川黄金
2023-11-24,2023-12-08,002077,大港股份
2023-11-24,2023-12-08,002081,金螳螂
2023-11-24,2023-12-08,002096,易普力
2023-11-24,2023-12-08,002127,南极电商
2023-11-24,2023-12-08,002183,怡亚通
2023-11-24,2023-12-08,002221,东华能源
2023-11-24,2023-12-08,002249,大洋电机
2023-11-24,2023-12-08,002250,联化科技
2023-11-24,2023-12-08,002265,建设工业
2023-11-24,2023-12-08,002275,桂林三金
2023-11-24,2023-12-08,002354,天娱数科
2023-11-24,2023-12-08,002458,益生股份
2023-11-24,2023-12-08,002705,新宝股份
2023-11-24,2023-12-08,002745,木林森
2023-11-24,2023-12-08,002901,大博医疗
2023-11-24,2023-12-08,002985,北摩高科
2023-11-24,2023-12-08,300113,顺网科技
2023-11-24,2023-12-08,300182,捷成股份
2023-11-24,2023-12-08,300261,雅本化学
2023-11-24,2023-12-08,300475,香农芯创
2023-11-24,2023-12-08,300482,万孚生物
2023-11-24,2023-12-08,300618,寒锐钴业
2023-11-24,2023-12-08,300620,光库科技
2023-11-24,2023-12-08,300624,万兴科技
2023-11-24,2023-12-08,300741,华宝股份
2023-11-24,2023-12-08,301153,中科江南
2023-11-24,2023-12-08,301205,联特科技
2023-11-24,2023-12-08,301246,宏源药业
2023-11-24,2023-12-08,301262,海看股份
2023-11-24,2023-12-08,301286,侨源股份
2023-11-24,2023-12-08,301291,明阳电气
2023-11-24,2023-12-08,301293,三博脑科
2023-11-24,2023-12-08,301325,曼恩斯特
2023-11-24,2023-12-08,301358,湖南裕能
2023-11-24,2023-12-08,301376,致欧科技
2023-11-24,2023-12-08,301381,赛维时代
2023-11-24,2023-12-08,600012,皖通高速
2023-11-24,2023-12-08,600138,中青旅
2023-11-24,2023-12-08,600195,中牧股份
2023-11-24,2023-12-08,600259,广晟有色
2023-11-24,2023-12-08,600361,创新新材
2023-11-24,2023-12-08,600409,三友化工
2023-11-24,2023-12-08,600475,华光环能
2023-11-24,2023-12-08,600507,方大特钢
2023-11-24,2023-12-08,600556,天下秀
2023-11-24,2023-12-08,600595,中孚实业
2023-11-24,2023-12-08,600601,方正科技
2023-11-24,2023-12-08,600623,华谊集团
2023-11-24,2023-12-08,600667,太极实业
2023-11-24,2023-12-08,600718,东软集团
2023-11-24,2023-12-08,600728,佳都科技
2023-11-24,2023-12-08,600780,通宝能源
2023-11-24,2023-12-08,600782,新钢股份
2023-11-24,2023-12-08,600861,北京人力
2023-11-24,2023-12-08,600976,健民集团
2023-11-24,2023-12-08,601163,三角轮胎
2023-11-24,2023-12-08,601326,秦港股份
2023-11-24,2023-12-08,601333,广深铁路
2023-11-24,2023-12-08,601718,际华集团
2023-11-24,2023-12-08,601811,新华文轩
2023-11-24,2023-12-08,601858,中国科传
2023-11-24,2023-12-08,601869,长飞光纤
2023-11-24,2023-12-08,601969,海南矿业
2023-11-24,2023-12-08,603083,剑桥科技
2023-11-24,2023-12-08,603087,甘李药业
2023-11-24,2023-12-08,603162,海通发展
2023-11-24,2023-12-08,603556,海兴电力
2023-11-24,2023-12-08,603638,艾迪精密
2023-11-24,2023-12-08,603699,纽威股份
2023-11-24,2023-12-08,688031,星环科技-U
2023-11-24,2023-12-08,688097,博众精工
2023-11-24,2023-12-08,688116,天奈科技
2023-11-24,2023-12-08,688152,麒麟信安
2023-11-24,2023-12-08,688185,康希诺
2023-11-24,2023-12-08,688192,迪哲医药-U
2023-11-24,2023-12-08,688213,思特威-W
2023-11-24,2023-12-08,688275,万润新能
2023-11-24,2023-12-08,688289,圣湘生物
2023-11-24,2023-12-08,688322,奥比中光-UW
2023-11-24,2023-12-08,688327,云从科技-UW
2023-11-24,2023-12-08,688351,微电生理-U
2023-11-24,2023-12-08,688372,伟测科技
2023-11-24,2023-12-08,688380,中微半导
2023-11-24,2023-12-08,688381,帝奥微
2023-11-24,2023-12-08,688392,骄成超声
2023-11-24,2023-12-08,688400,凌云光
2023-11-24,2023-12-08,688403,汇成股份
2023-11-24,2023-12-08,688409,富创精密
2023-11-24,2023-12-08,688439,振华风光
2023-11-24,2023-12-08,688596,正帆科技
2023-11-24,2023-12-08,688630,芯碁微装
2024-05-31,2024-06-14,000429,粤高速A
2024-05-31,2024-06-14,000581,威孚高科
2024-05-31,2024-06-14,000628,高新发展
2024-05-31,2024-06-14,000766,通化金马
2024-05-31,2024-06-14,000970,中科三环
2024-05-31,2024-06-14,001309,德明利
2024-05-31,2024-06-14,001376,百通能源
2024-05-31,2024-06-14,001914,招商积余
