调入
公告日,实施日,证券代码,证券名称
2021-11-26,2021-12-10,605499,东鹏饮料
2021-11-26,2021-12-10,688561,奇安信-U
2021-11-26,2021-12-10,688599,天合光能
2021-11-26,2021-12-10,688981,中芯国际
2022-05-27,2022-06-10,000408,藏格矿业
2022-05-27,2022-06-10,000792,盐湖股份
2022-05-27,2022-06-10,000877,天山股份
2022-05-27,2022-06-10,001289,龙源电力
2022-05-27,2022-06-10,002074,国轩高科
2022-05-27,2022-06-10,002648,卫星化学
2022-05-27,2022-06-10,002920,德赛西威
2022-05-27,2022-06-10,300207,欣旺达
2022-05-27,2022-06-10,300223,北京君正
2022-05-27,2022-06-10,300454,深信服
2022-05-27,2022-06-10,300496,中科创达
2022-05-27,2022-06-10,300661,圣邦股份
2022-05-27,2022-06-10,300751,迈为股份
2022-05-27,2022-06-10,300763,锦浪科技
2022-05-27,2022-06-10,300919,中伟股份
2022-05-27,2022-06-10,300957,贝泰妮
2022-05-27,2022-06-10,300979,华利集团
2022-05-27,2022-06-10,600089,特变电工
2022-05-27,2022-06-10,600188,兖矿能源
2022-05-27,2022-06-10,600219,南山铝业
2022-05-27,2022-06-10,600460,士兰微
2022-05-27,2022-06-10,600941,中国移动
2022-05-27,2022-06-10,601117,中国化学
2022-05-27,2022-06-10,601825,沪农商行
2022-05-27,2022-06-10,603185,上机数控
2022-05-27,2022-06-10,603290,斯达半导
2022-05-27,2022-06-10,688005,容百科技
2022-05-27,2022-06-10,688065,凯赛生物
2022-11-25,2022-12-09,000723,美锦能源
2022-11-25,2022-12-09,000733,振华科技
2022-11-25,2022-12-09,002180,纳思达
2022-11-25,2022-12-09,002756,永兴材料
2022-11-25,2022-12-09,300769,德方纳米
2022-11-25,2022-12-09,600039,四川路桥
2022-11-25,2022-12-09,600233,圆通速递
2022-11-25,2022-12-09,600674,川投能源
2022-11-25,2022-12-09,600803,新奥股份
2022-11-25,2022-12-09,600884,杉杉股份
2022-11-25,2022-12-09,601615,明阳智能
2022-11-25,2022-12-09,601689,拓普集团
2022-11-25,2022-12-09,605117,德业股份
2022-11-25,2022-12-09,688187,时代电气
2022-11-25,2022-12-09,688303,大全能源
2023-05-26,2023-06-09,000617,中油资本
2023-05-26,2023-06-09,000983,山西焦煤
2023-05-26,2023-06-09,600732,爱旭股份
2023-05-26,2023-06-09,600754,锦江酒店
2023-05-26,2023-06-09,600875,东方电气
2023-05-26,2023-06-09,601607,上海医药
2023-05-26,2023-06-09,601699,潞安环能
2023-05-26,2023-06-09,601872,招商轮船
2023-05-26,2023-06-09,688223,晶科能源
2023-11-24,2023-12-08,000999,华润三九
2023-11-24,2023-12-08,002603,以岭药业
2023-11-24,2023-12-08,300308,中际旭创
2023-11-24,2023-12-08,301269,华大九天
2023-11-24,2023-12-08,600023,浙能电力
2023-11-24,2023-12-08,600372,中航机载
2023-11-24,2023-12-08,600489,中金黄金
2023-11-24,2023-12-08,600515,海南机场
2023-11-24,2023-12-08,600938,中国海油
2023-11-24,2023-12-08,601059,信达证券
2023-11-24,2023-12-08,601916,浙商银行
2023-11-24,2023-12-08,688041,海光信息
2023-11-24,2023-12-08,688256,寒武纪-U
2023-11-24,2023-12-08,688271,联影医疗
2024-05-31,2024-06-14,000807,云铝股份
2024-05-31,2024-06-14,001965,招商公路
2024-05-31,2024-06-14,300418,昆仑万维
2024-05-31,2024-06-14,300442,润泽科技
2024-05-31,2024-06-14,300832,新产业
2024-05-31,2024-06-14,600026,中远海能
2024-05-31,2024-06-14,600027,华电国际
2024-05-31,2024-06-14,600161,天坛生物
2024-05-31,2024-06-14,600415,小商品城
2024-05-31,2024-06-14,603296,华勤技术
2024-05-31,2024-06-14,688009,中国通号
2024-05-31,2024-06-14,688082,盛美上海
2024-11-29,2024-12-13,000630,铜陵有色
2024-11-29,2024-12-13,000975,山金国际
2024-11-29,2024-12-13,002028,思源电气
2024-11-29,2024-12-13,002422,科伦药业
2024-11-29,2024-12-13,002463,沪电股份
2024-11-29,2024-12-13,300394,天孚通信
2024-11-29,2024-12-13,300502,新易盛
2024-11-29,2024-12-13,600066,宇通客车
2024-11-29,2024-12-13,600160,巨化股份
2024-11-29,2024-12-13,600377,宁沪高速
2024-11-29,2024-12-13,600482,中国动力
2024-11-29,2024-12-13,601127,赛力斯
2024-11-29,2024-12-13,601136,首创证券
2024-11-29,2024-12-13,688169,石头科技
2024-11-29,2024-12-13,688472,阿特斯
2024-11-29,2024-12-13,688506,百利天恒
2025-05-30,2025-06-13,001391,国货航
2025-05-30,2025-06-13,002600,领益智造
2025-05-30,2025-06-13,301236,软通动力
2025-05-30,2025-06-13,302132,中航成飞
2025-05-30,2025-06-13,601077,渝农商行
2025-05-30,2025-06-13,601825,沪农商行
2025-05-30,2025-06-13,688047,龙芯中科
2025-11-28,2025-12-12,002384,东山精密
2025-11-28,2025-12-12,002625,光启技术
2025-11-28,2025-12-12,300251,光线传媒
2025-11-28,2025-12-12,300476,胜宏科技
2025-11-28,2025-12-12,300803,指南针
2025-11-28,2025-12-12,300866,安克创新
2025-11-28,2025-12-12,600522,中天科技
2025-11-28,2025-12-12,600930,华电新能
2025-11-28,2025-12-12,601018,宁波港
2025-11-28,2025-12-12,601456,国联民生
2025-11-28,2025-12-12,603893,瑞芯微

调出
公告日,实施日,证券代码,证券名称
2021-05-28,2021-06-11,000627,天茂集团
2021-05-28,2021-06-11,000671,阳光城
2021-05-28,2021-06-11,000723,美锦能源
2021-05-28,2021-06-11,000961,中南建设
2021-05-28,2021-06-11,002146,荣盛发展
2021-05-28,2021-06-11,002422,科伦药业
2021-05-28,2021-06-11,002958,青农商行
2021-05-28,2021-06-11,600004,白云机场
2021-05-28,2021-06-11,600027,华电国际
2021-05-28,2021-06-11,600066,宇通客车
2021-05-28,2021-06-11,600068,葛洲坝
2021-05-28,2021-06-11,600177,雅戈尔
2021-05-28,2021-06-11,600208,新湖中宝
2021-05-28,2021-06-11,600271,航天信息
2021-05-28,2021-06-11,600297,广汇汽车
2021-05-28,2021-06-11,600369,西南证券
2021-05-28,2021-06-11,600390,五矿资本
2021-05-28,2021-06-11,600487,亨通光电
2021-05-28,2021-06-11,600498,烽火通信
2021-05-28,2021-06-11,600637,东方明珠
2021-05-28,2021-06-11,600998,九州通
2021-05-28,2021-06-11,601117,中国化学
2021-05-28,2021-06-11,601198,东兴证券
2021-05-28,2021-06-11,601577,长沙银行
2021-05-28,2021-06-11,603156,养元饮品
2021-11-26,2021-12-10,000656,金科股份
2021-11-26,2021-12-10,000728,国元证券
2021-11-26,2021-12-10,000860,顺鑫农业
2021-11-26,2021-12-10,002153,石基信息
2021-11-26,2021-12-10,002384,东山精密
2021-11-26,2021-12-10,002456,欧菲光
2021-11-26,2021-12-10,002463,沪电股份
2021-11-26,2021-12-10,002508,老板电器
2021-11-26,2021-12-10,002558,巨人网络
2021-11-26,2021-12-10,002673,西部证券
2021-11-26,2021-12-10,002739,万达电影
2021-11-26,2021-12-10,002773,康弘药业
2021-11-26,2021-12-10,002939,长城证券
2021-11-26,2021-12-10,002945,华林证券
2021-11-26,2021-12-10,300136,信维通信
2021-11-26,2021-12-10,600118,中国卫星
2021-11-26,2021-12-10,600233,圆通速递
2021-11-26,2021-12-10,600299,安迪苏
2021-11-26,2021-12-10,600340,华夏幸福
2021-11-26,2021-12-10,600482,中国动力
2021-11-26,2021-12-10,600521,华海药业
2021-11-26,2021-12-10,600522,中天科技
2021-11-26,2021-12-10,600703,三安光电
2021-11-26,2021-12-10,600705,中航产融
2021-11-26,2021-12-10,601077,渝农商行
2021-11-26,2021-12-10,601555,东吴证券
2021-11-26,2021-12-10,601727,上海电气
2021-11-26,2021-12-10,601872,招商轮船
2022-05-27,2022-06-10,000783,长江证券
2022-05-27,2022-06-10,002024,ST易购
2022-05-27,2022-06-10,002044,美年健康
2022-05-27,2022-06-10,002157,正邦科技
2022-05-27,2022-06-10,002624,完美世界
2022-05-27,2022-06-10,300144,宋城演艺
2022-05-27,2022-06-10,300558,贝达药业
2022-05-27,2022-06-10,300676,华大基因
2022-05-27,2022-06-10,300677,英科医疗
2022-05-27,2022-06-10,300888,稳健医疗
2022-05-27,2022-06-10,600079,人福医药
2022-05-27,2022-06-10,600109,国金证券
2022-05-27,2022-06-10,600143,金发科技
2022-05-27,2022-06-10,600848,上海临港
2022-05-27,2022-06-10,600872,中炬高新
2022-05-27,2022-06-10,601108,财通证券
2022-05-27,2022-06-10,601162,天风证券
2022-05-27,2022-06-10,601231,环旭电子
2022-05-27,2022-06-10,601607,上海医药
2022-05-27,2022-06-10,601696,中银证券
2022-05-27,2022-06-10,601933,永辉超市
2022-05-27,2022-06-10,601990,南京证券
2022-05-27,2022-06-10,603233,大参林
2022-05-27,2022-06-10,603338,浙江鼎力
2022-05-27,2022-06-10,603517,绝味食品
2022-05-27,2022-06-10,603658,安图生物
2022-05-27,2022-06-10,603939,益丰药房
2022-05-27,2022-06-10,688009,中国通号
2022-11-25,2022-12-09,000066,中国长城
2022-11-25,2022-12-09,000703,恒逸石化
2022-11-25,2022-12-09,002568,百润股份
2022-11-25,2022-12-09,002607,中公教育
2022-11-25,2022-12-09,002791,坚朗五金
2022-11-25,2022-12-09,300003,乐普医疗
2022-11-25,2022-12-09,300866,安克创新
2022-11-25,2022-12-09,600161,天坛生物
2022-11-25,2022-12-09,600352,浙江龙盛
2022-11-25,2022-12-09,600489,中金黄金
2022-11-25,2022-12-09,600655,豫园股份
2022-11-25,2022-12-09,601825,沪农商行
2022-11-25,2022-12-09,601916,浙商银行
2022-11-25,2022-12-09,603087,甘李药业
2022-11-25,2022-12-09,603160,汇顶科技
2023-05-26,2023-06-09,002008,大族激光
2023-05-26,2023-06-09,002032,苏泊尔
2023-05-26,2023-06-09,002600,领益智造
2023-05-26,2023-06-09,002602,世纪华通
2023-05-26,2023-06-09,300529,健帆生物
2023-05-26,2023-06-09,300595,欧普康视
2023-05-26,2023-06-09,601966,玲珑轮胎
2023-05-26,2023-06-09,603882,金域医学
2023-05-26,2023-06-09,688169,石头科技
2023-11-24,2023-12-08,000723,美锦能源
2023-11-24,2023-12-08,002064,华峰化学
2023-11-24,2023-12-08,002120,韵达股份
2023-11-24,2023-12-08,002414,高德红外
2023-11-24,2023-12-08,002756,永兴材料
2023-11-24,2023-12-08,300207,欣旺达
2023-11-24,2023-12-08,300601,康泰生物
2023-11-24,2023-12-08,300769,德方纳米
2023-11-24,2023-12-08,600383,金地集团
2023-11-24,2023-12-08,600763,通策医疗
2023-11-24,2023-12-08,600884,杉杉股份
2023-11-24,2023-12-08,601216,君正集团
2023-11-24,2023-12-08,603185,弘元绿能
2023-11-24,2023-12-08,688005,容百科技
2024-05-31,2024-06-14,000069,华侨城A
2024-05-31,2024-06-14,000877,天山股份
2024-05-31,2024-06-14,002202,金风科技
2024-05-31,2024-06-14,300763,锦浪科技
2024-05-31,2024-06-14,600606,绿地控股
2024-05-31,2024-06-14,600754,锦江酒店
2024-05-31,2024-06-14,601155,新城控股
2024-05-31,2024-06-14,601615,明阳智能
2024-05-31,2024-06-14,603290,斯达半导
2024-05-31,2024-06-14,603486,科沃斯
2024-05-31,2024-06-14,688065,凯赛生物
2024-05-31,2024-06-14,688561,奇安信
2024-11-29,2024-12-13,000733,振华科技
2024-11-29,2024-12-13,002410,广联达
2024-11-29,2024-12-13,002603,以岭药业
2024-11-29,2024-12-13,002821,凯莱英
2024-11-29,2024-12-13,002841,视源股份
2024-11-29,2024-12-13,300142,沃森生物
2024-11-29,2024-12-13,300223,北京君正
2024-11-29,2024-12-13,300454,深信服
2024-11-29,2024-12-13,300496,中科创达
2024-11-29,2024-12-13,300751,迈为股份
2024-11-29,2024-12-13,300919,中伟股份
2024-11-29,2024-12-13,300957,贝泰妮
2024-11-29,2024-12-13,600132,重庆啤酒
2024-11-29,2024-12-13,600732,爱旭股份
2024-11-29,2024-12-13,603899,晨光股份
2024-11-29,2024-12-13,688363,华熙生物
2025-05-30,2025-06-13,002007,华兰生物
2025-05-30,2025-06-13,002271,东方雨虹
2025-05-30,2025-06-13,002555,三七互娱
2025-05-30,2025-06-13,002812,恩捷股份
2025-05-30,2025-06-13,300450,先导智能
2025-05-30,2025-06-13,600745,闻泰科技
2025-05-30,2025-06-13,603659,璞泰来
2025-11-28,2025-12-12,000800,一汽解放
2025-11-28,2025-12-12,001289,龙源电力
2025-11-28,2025-12-12,002129,TCL中环
2025-11-28,2025-12-12,002180,纳思达
2025-11-28,2025-12-12,600332,白云山
2025-11-28,2025-12-12,601699,潞安环能
2025-11-28,2025-12-12,601799,星宇股份
2025-11-28,2025-12-12,601865,福莱特
2025-11-28,2025-12-12,603806,福斯特
2025-11-28,2025-12-12,603833,欧派家居
2025-11-28,2025-12-12,688599,天合光能
